object_id,path,format,role,authority_status,audience,source_hash,related_source,generated_from,generated_outputs,owner_skill,validation_status,last_validated_at,notes,source_registry
REL-03D9B0BF7BDA-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,03d9b0bf7bda9b3a057433d7cf411d0d4b0160b97531b9f01130e3770afff3cb,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,,obsidian-wiki,PASS,2026-06-10T00:47:57Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-04E6FFDEDC67-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,04e6ffdedc67214f5863ffbc953a11c7f18af74874abb24cfda9fe79049368b3,TEX-RESEARCH-CONTROL-LOCALIZATION-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-08T23:50:34Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-052DC6FE7B4D-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,052dc6fe7b4d237a7d9df8a293acef18cee16b80cbdcb173c1937df51aabd816,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-10T00:08:19Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-05745EF4A94C-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,05745ef4a94c6b2b98ff2207b743f4acfcace87f3d338276aa173b87bef28928,MD-RESEARCH-CONTROL-DESIGN-DIRECTOR-LED-AGENT-ARCHITECTURE-GRILL-DECISIONS,MD-RESEARCH-CONTROL-DESIGN-DIRECTOR-LED-AGENT-ARCHITECTURE-GRILL-DECISIONS,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-058822FA4207-CONTENT-LINK,,relationship,object_relationship_edge,generated_noncanonical,agents,058822fa420734f41fecee123477f89eb3b2635236f7ef8412ab30f5d0e10e04,MD-SKILL-VISUAL-EXPLAINER,MD-SKILL-VISUAL-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-063AF77BDB91-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,063af77bdb911baae8cf964f294a6d6934534e6359d2c26e81e226d516862e9a,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-06BB4A4E65A9-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,06bb4a4e65a9e739b0eb34f6ac54924701747c2626007d3567f0118f6963f7a7,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0752AB189559-CONTENT-LINK,,relationship,object_relationship_edge,generated_noncanonical,agents,0752ab18955967d9b248af914d190183cb417de144333b2beddc389980a55daa,MD-SKILL-VISUAL-EXPLAINER,MD-SKILL-VISUAL-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-087CF9950EC8-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,087cf9950ec8ebaed3ec7588a9f8140aac20fd1c3707373d273bb9f855b9d208,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,,obsidian-wiki,PASS,2026-06-09T23:54:02Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-087FA4170674-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,087fa41706741632a6f42321eab5e2941fbf906f126dc30431f1598fc4551a6d,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-08BE6D2C5B9F-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,08be6d2c5b9faa3a7ee9ff6257da9ed03e5ee25f593dafa412f7500688ba5b1a,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-08C4B7DAFD33-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,08c4b7dafd33d43429341d900e037cf9a113fc65e51980e5a129d4b8a9d2c76e,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-SYSTEM-DIRECTOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-SYSTEM-DIRECTOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-08EE91646D38-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,08ee91646d3841097935cc1661270c23bedf0c994d5fe9afd3dee5d7e2e659aa,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-08FEBA9071E8-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,08feba9071e87aa838f29bb3b2b976d5e1219ee6df7cdcbbcc4bbe9d02ac50a4,MD-SKILL-ONTOLOGY-PROMOTION,MD-SKILL-ONTOLOGY-PROMOTION,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-091BC011978F-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,091bc011978ff619630334c35559b696c531c62d39b9ef1fbc7ca5afe17a0349,TEX-RESEARCH-CONTROL-LOCALIZATION-REPAIR-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-REPAIR-REFUTATION,,obsidian-wiki,PASS,2026-06-09T00:09:12Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-097A86B85DFB-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,097a86b85dfb1fa9339760eab72fbcec572f3675ebeb3be1b6c2a8f31e8d66f4,MD-AGENTS-RESEARCH-CONTROL,MD-AGENTS-RESEARCH-CONTROL,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-09CF64EE6076-GENERATED-FROM,,relationship,object_relationship_edge,generated_noncanonical,agents,09cf64ee60763af6c80e2b0772d67c32e898bf2e1cd0656bc783098bdc7d1cfa,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0AB3FC79C815-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,0ab3fc79c81597e90fcb45b8b3666ec86210c41f2bfbdbcaf730bc84b69de22e,MD-SKILL-GRILL-ME,MD-SKILL-GRILL-ME,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0AC7CC778DFF-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,0ac7cc778dff15b6547512d467dd0b2e924b5adc0b2a73a1e305f0144f6d5a4c,MD-SCHEMA-EXECUTION-ROLE-SCHEMA,MD-SCHEMA-EXECUTION-ROLE-SCHEMA,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0B7B28AA35BC-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,0b7b28aa35bc7b6c3de640ee9395782188205ccb482dc0f6131c0ec162feba9e,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0B9B068310B6-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,0b9b068310b65c2e23f4669428886f3583ab760f574ce6b4d8ee02147832df1c,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0C1CAD455B60-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,0c1cad455b605aaa3607aca27affb6e6fa56485801bf9b0dbf1b0c32d4a86d26,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0C1DC02313B6-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,0c1dc02313b610cf53f9921d60e65ca8cbb30d51dc358073c31cd738a0b4ec9b,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-2-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-2-0-MD,,obsidian-wiki,PASS,2026-06-10T19:37:31Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0C5108D475F2-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,0c5108d475f2334c8e93ccbf4a6db3dd5327d4005b8133ac96e02868d5321359,MD-README-RESEARCH-CONTROL-APPROVALS,MD-README-RESEARCH-CONTROL-APPROVALS,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0C78A6B78E5A-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,0c78a6b78e5aed413e723aee886f364bcde36cca658230b7dabbfa4c19c67d60,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0CE9DFCA8552-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,0ce9dfca85522e2df48c50732cd3f8980aba971c0030551eda324327a45c592d,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0DA246F82E62-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,0da246f82e62afd6f00d8615147affa59f80473d23a369b34d3714a0e3301f3c,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0E355B148371-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,0e355b148371725eaa6ce9d7fb1e81fe3c13b05fc70984633b23d7673a192f91,PDF-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,PDF-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0F556E7D502D-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,0f556e7d502dfafe2809982cfa136987e846f22b84684ce1ed8b342e316fc993,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-0FA17399E6BB-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,0fa17399e6bbbdcdadc7bf01b2e72ccf17a66ac8832478ac3d7c21ca15c911b9,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-10E16C6A515A-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,10e16c6a515a4f447165b5ca5a2ff1401c6de20184bc226056f59285a494d731,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1119775BB9F3-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,1119775bb9f3259a22da4a88bcdf908d821dd28946df1301ceac1bdaa15b84c5,MD-SCHEMA-ROLE-SCHEMA,MD-SCHEMA-ROLE-SCHEMA,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-113733200E42-GENERATED-FROM,,relationship,object_relationship_edge,generated_noncanonical,agents,113733200e4213dfd83908430b3f91fa6e034a130fa78e83096225193838b90e,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-11887DEAE695-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,11887deae695227cede37d9eb83f99c604841c977711b4ce51ca851f73a0ba0b,MD-SKILL-VISUAL-EXPLAINER,MD-SKILL-VISUAL-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-12BF16C0A023-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,12bf16c0a02342c5402c262fa32efafe966511698d43cc0cb1129fc943f82b52,MD-SKILL-PDF-DERIVATIVE-BUILD,MD-SKILL-PDF-DERIVATIVE-BUILD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-131AFC1BA2BA-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,131afc1ba2ba07e6d27191132166505eb705b0743c084102665b4dd7eadcc823,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-132A58BE6A4D-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,132a58be6a4dc3c73bdeb714fd066bb131e6e1b28116cf1c52c4360e687721c5,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-09T23:37:16Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1352423BAD5A-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,1352423bad5ad939109a0f5b51864de68cb01f59aef842bbe1c75817206acce3,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-138C9CD19722-CONTENT-LINK,,relationship,object_relationship_edge,generated_noncanonical,agents,138c9cd19722a5d4b0a692bd17f3a33f410b5b9e2911e8c9c5d3d40a83149c35,MD-SKILL-VISUAL-EXPLAINER,MD-SKILL-VISUAL-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1436914B3CA5-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,1436914b3ca58ceefa3c950293368f74d1e95a7d544e407d91c2e70f5efde998,MD-README-RESEARCH-CONTROL-APPROVALS,MD-README-RESEARCH-CONTROL-APPROVALS,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-15052D45A184-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,15052d45a1841b495472f76ef51b619754a6061252a5ea874e898e3fde58585a,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-151003088A2A-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,151003088a2ae2911ffae1d564888e8e44ed4f29317d91c1c034fde25a6e7177,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-151AE4488BE1-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,151ae4488be1b1ceec8c1781c9dd9da72e2e5683f03fbb369b8790ea9cbd056e,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1533D0FC6D6D-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,1533d0fc6d6def02f9d53841f61fcf0605bfe2211fcc12e741987d4808fd56ed,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-15E3165A2235-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,15e3165a2235509b81910f738ed50645c6503758c78c73888d806e138c7dfaeb,MD-ROLE-AGENTS-ROLES-PHYSICS-GATE-CHAIR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-GATE-CHAIR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-169547CD1B2E-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,169547cd1b2e548121068751bd12f65862b9677b0dd99145d44c7da22b342cf0,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,,obsidian-wiki,PASS,2026-06-09T23:54:02Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-16C10E6AB710-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,16c10e6ab710ff59b928eb0647f6c70f9b10cdfe17f691beddbbbdbedbf2dd1e,MD-AGENTS,MD-AGENTS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-170C6241CC89-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,170c6241cc8945028ea1e39ef23209f1a0c8f6557b56dba22408896e03c0a1ef,TEX-RESEARCH-CONTROL-LOCALIZATION-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-08T23:50:34Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-17532A680B22-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,17532a680b2220d0d42556294fa96e48b7ac7a1a804a22e24dc70b9f9f5a6a04,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-17BC39A8999C-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,17bc39a8999c8cd425236b0936fe86d1a62f527a1b79f296ddda388dad01717a,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-184A7D721D4E-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,184a7d721d4e2f9120e37945a0859f0bcba0f0ada1720a1dcf4d2dbbcbbdb3e2,MD-ROLE-AGENTS-ROLES-PHYSICS-REFUTER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-REFUTER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-18883A02BF77-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,18883a02bf77f59367c1f1e1a7e47cec0609f6bcd2673a894762cf7fd911e140,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-18CD532A4A46-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,18cd532a4a4620cdee4b752a1b9e2b7e116a3cb57f018a07aba3476a7ad27d44,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-18EAEB80C554-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,18eaeb80c5545bb5823b7bfee70a34d59c3c630dad0d1908d144c22ec2718670,TEX-RESEARCH-CONTROL-LOCALIZATION-CANDIDATE-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-CANDIDATE-PACKET,,obsidian-wiki,PASS,2026-06-08T22:21:52Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1B5ECA91C2AD-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,1b5eca91c2ad5e9d862a5e0a5d087c7bae7c351e3b61cd60a884e820c677f903,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-FORMALIZATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-FORMALIZATION,,obsidian-wiki,PASS,2026-06-09T00:19:46Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-1BF3C3967875-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,1bf3c3967875acae8a13d7359d612dd13496c89b4c00bbf31f512b984b194ce8,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
